group,metric,seed,value
DoS_Hulk_attempted,log_density_benign_mean,3,-9.072699236478647
DoS_Hulk_attempted,log_density_benign_median,3,-9.992561577957009
DoS_Hulk_attempted,neighborhood_purity_mean,3,0.009326424870466322
DoS_Hulk_attempted,neighborhood_purity_median,3,0.0
DoS_GoldenEye_attempted,log_density_benign_mean,3,-1.6157438844961927
DoS_GoldenEye_attempted,log_density_benign_median,3,-1.9890935488171575
DoS_GoldenEye_attempted,neighborhood_purity_mean,3,0.0225
DoS_GoldenEye_attempted,neighborhood_purity_median,3,0.0
DoS_slowloris_attempted,log_density_benign_mean,3,-9.922209511911978
DoS_slowloris_attempted,log_density_benign_median,3,-10.087041008595023
DoS_slowloris_attempted,neighborhood_purity_mean,3,0.003399765533411489
DoS_slowloris_attempted,neighborhood_purity_median,3,0.0
DoS_Slowhttptest_attempted,log_density_benign_mean,3,8.161301838701307
DoS_Slowhttptest_attempted,log_density_benign_median,3,11.17748155836452
DoS_Slowhttptest_attempted,neighborhood_purity_mean,3,0.004544104544104545
DoS_Slowhttptest_attempted,neighborhood_purity_median,3,0.0
Bot_attempted,log_density_benign_mean,3,26.67918495704248
Bot_attempted,log_density_benign_median,3,26.453781706193503
Bot_attempted,neighborhood_purity_mean,3,0.007619047619047618
Bot_attempted,neighborhood_purity_median,3,0.0
WebAttack_BruteForce,log_density_benign_mean,3,-10.672526439137865
WebAttack_BruteForce,log_density_benign_median,3,-10.87254952334186
WebAttack_BruteForce,neighborhood_purity_mean,3,0.06688741721854305
WebAttack_BruteForce,neighborhood_purity_median,3,0.0
WebAttack_BruteForce_attempted,log_density_benign_mean,3,9.378562699932374
WebAttack_BruteForce_attempted,log_density_benign_median,3,9.717807605643536
WebAttack_BruteForce_attempted,neighborhood_purity_mean,3,0.004942339373970346
WebAttack_BruteForce_attempted,neighborhood_purity_median,3,0.0
PortScan,log_density_benign_mean,4,14.230446979883332
PortScan,log_density_benign_median,4,5.520708002856228
PortScan,neighborhood_purity_mean,4,0.03032
PortScan,neighborhood_purity_median,4,0.0
DoS_Hulk,log_density_benign_mean,4,-12.334949544626985
DoS_Hulk,log_density_benign_median,4,-11.781430513821936
DoS_Hulk,neighborhood_purity_mean,4,0.0024
DoS_Hulk,neighborhood_purity_median,4,0.0
DDoS,log_density_benign_mean,4,-15.654870423301817
DDoS,log_density_benign_median,4,-15.452197835773026
DDoS,neighborhood_purity_mean,4,0.00016
DDoS,neighborhood_purity_median,4,0.0
DoS_GoldenEye,log_density_benign_mean,4,-11.92159116864971
DoS_GoldenEye,log_density_benign_median,4,-11.782849181283956
DoS_GoldenEye,neighborhood_purity_mean,4,0.00758
DoS_GoldenEye,neighborhood_purity_median,4,0.0
DoS_slowloris,log_density_benign_mean,4,-7.785682713784204
DoS_slowloris,log_density_benign_median,4,-8.678778361420465
DoS_slowloris,neighborhood_purity_mean,4,0.005548612846788304
DoS_slowloris,neighborhood_purity_median,4,0.0
FTP_Patator,log_density_benign_mean,4,-6.889167590655277
